text_a	label
His belly was empty	2.6
And we do not stop there	3.2
At least Astro could drink water from puddle near stake he was chained to	2.7
Since ASPCA was founded in as America' s first humane society, ending cruelty has been our primarchy goal	3.5
Today, over years later, scope of problem is greater than ever	2.36
The ASPCA urgently needs your help to push back tide of violence against animals	2.44
THE AMERICAN SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS	3.11
The task is too large for ASPCA to handle without emergency assistance from dedicated friends	2.86
That is why I'm asking you to join ASPCA today with your gift of or more if at all possible	3.1
Your contribution will help us rescue more animals like Astro make sure perpetrators of cruelty are brought to justice nurse abused animals back to health and find them loving adoptive homes	3.43
Please help ASPCA with your most generous gift today animals are counting on you	3.37
Sincerely, Hawk, DVM and CEO	2.9
But then puddle dried up	2.7
P S We found Astro wonderful adoptive home	3.6
He is pride and joy of this loving family!	4.0
Please accept enclosed name stickers as our gift to you and use them to spread word about ASPCA and animals we help thank you	3.6
Astro had only few days to live	2.3
A financial report is available from Office of Attorney General by writing Charities Bureau, Broadway New York, NY	3.0
Feb	3.0
As you read my letter, somewhere perhaps not far from you someone is inflicting pain on innocent animal animal like Astro	2.2
You may not be able to rescue that particular animal	2.78
But you CAN join crusade to stop animal abuse and neglect, by making generous contribution to ASPCA today	3.4
I have sent you enclosed complimentary nameandaddress labels to call your attention to work of ASPCA	3.0
Look for Instant Access Code on your statement, then go to www universalcard com and follow instructions	3.0
Dear Cardmember:	3.0
AutoPay EFT Payments Skip writing checks and have your payment made electronically from your bank account each month	3.1
Enroll on Internetor call Customer Service for details	3.1
Personalized features	3.1
Cycle Date You can time your statement and payments to coincide with convenient times of month by choosing your billing cycle date	3.1
Were pleased to send you enclosed AT T Universal Card to replace your current card	3.3
Personal Identification Number PIN Choose your own PIN to use for cash access and calling	3.0
Calling Card Number Choose your own calling card number too, to make calling easier	3.27
If you have not already enrolled, sign up for this plan that saves you money on your AT T Universal Card calls	3.4
You get low rate of cents minute anytime, anywhere in U S on all your AT T Universal Card calls when you make call yourself by dialing CALL ATT	3.2
To enroll, call	3.0
The low, monthly access fee will be conveniently billed to your account	2.9
For more information on any of these features, call us at	3.0
Please destroy your old card and begin using your new card as of valid date printed on your new card	3.09
Thank you for carrying AT T Universal Card	3.4
Sincerely, A Mark Gilder Vice President, Marketing Universal Card Services Corp	3.0
POST CONSUMER WASTE	2.46
valid date	3.0
AT T ClassicGoldPlatinum	3.18
Please see your card carrier for additional information and instructions	3.0
